chromosome	end	length	major_is_allele_a	major_readcount	minor_readcount	readcount	start	allele_ratio	major_depth	minor_depth	total_depth	major_0	minor_0	major_1	minor_1	major_2	minor_2	major_raw	minor_raw	major_depth_e	minor_depth_e	total_depth_e	major_e	minor_e	total_e	major_raw_e	minor_raw_e	major_diff	minor_diff	prob_is_outlier_total	prob_is_outlier_allele	total_likelihood_mask	allele_likelihood_mask
20	2828945	354009.533805	1	4900	4723	84899	2500000	0.490803283799	0.122116180161	0.117705044673	0.239821224834	1	1	1	1	2	2	1.49026046114	1.43581931264	0.129157152729	0.129157152729	0.258314305457	45722.8634251	45722.8634251	91445.7268501	1.57715841161	1.57715841161	1	1	0.00255510160137	0.00217781407096	1	1
20	3000000	183862.021695	1	3221	2390	50734	2828945	0.425949028694	0.158400857936	0.117534321784	0.275935179719	1	1	2	1	2	2	1.93807702368	1.43371229276	0.163418214217	0.129157152729	0.292575366945	30046.4032476	23747.0952171	53793.4984647	2.0	1.57715841161	0	1	0.00228135010677	0.00236500770988	1	1
20	3500000	539844.273322	1	11713	8557	144637	3000000	0.422150962013	0.154819371877	0.113104188949	0.267923560826	1	1	2	1	2	2	1.89387520424	1.37903668367	0.163418214217	0.129157152729	0.292575366945	88220.3871013	69724.7492592	157945.136361	2.0	1.57715841161	0	1	0.00288169819344	0.00241362929206	1	1
20	3571179	74152.5359869	1	3510	2632	22105	3500000	0.428524910453	0.170357718537	0.127744021421	0.298101739958	1	1	2	1	2	2	2.08564565434	1.55971789282	0.163418214217	0.129157152729	0.292575366945	12117.8750106	9577.33041568	21695.2054263	2.0	1.57715841161	0	1	0.00192905325618	0.00232777528907	1	1
20	4000000	468560.037848	1	4963	4786	108782	3571179	0.490922145861	0.11818871149	0.113973639571	0.232162351061	1	1	1	1	2	2	1.44178860945	1.38976722926	0.129157152729	0.129157152729	0.258314305457	60517.8803709	60517.8803709	121035.760742	1.57715841161	1.57715841161	1	1	0.003502740282	0.00217636582352	1	1
20	4500000	532794.428677	1	14516	13907	133899	4000000	0.489286845161	0.128349654274	0.122964910581	0.251314564855	1	1	1	1	2	2	1.56719246443	1.50073528309	0.129157152729	0.129157152729	0.258314305457	68814.2113976	68814.2113976	137628.422795	1.57715841161	1.57715841161	1	1	0.00196845793765	0.00218602005422	1	1
20	5000000	548424.623208	1	14645	13978	133222	4500000	0.488348530902	0.124289153207	0.1186284591	0.242917612307	1	1	1	1	2	2	1.51707875965	1.44721586622	0.129157152729	0.129157152729	0.258314305457	70832.9628199	70832.9628199	141665.92564	1.57715841161	1.57715841161	1	1	0.00232411179779	0.00219839384258	1	1
20	5500000	535667.539541	1	9424	8837	135777	5000000	0.483927495756	0.130810197065	0.122662320826	0.253472517891	1	1	1	1	2	2	1.59755987796	1.49700079481	0.129157152729	0.129157152729	0.258314305457	69185.2942163	69185.2942163	138370.588433	1.57715841161	1.57715841161	1	1	0.00192550550921	0.00227487537151	1	1
20	6000000	544412.848026	1	12284	11611	129031	5500000	0.485917555974	0.121842407055	0.115167061895	0.23700946895	1	1	1	1	2	2	1.48688162085	1.40449615385	0.129157152729	0.129157152729	0.258314305457	70314.81336	70314.81336	140629.62672	1.57715841161	1.57715841161	1	1	0.00282970027233	0.0022367269844	1	1
20	6500000	515668.915424	1	7734	7350	138253	6000000	0.487271280827	0.137464721048	0.130639475007	0.268104196054	1	1	1	1	2	2	1.67968837511	1.59545286833	0.129157152729	0.129157152729	0.258314305457	66602.3288669	66602.3288669	133204.657734	1.57715841161	1.57715841161	1	1	0.00204211138338	0.00221825225364	1	1
20	7000000	521902.045068	1	10520	9924	135437	6500000	0.485423596165	0.133535948105	0.125970603517	0.259506551622	1	1	1	1	2	2	1.63120042642	1.53783080553	0.129157152729	0.129157152729	0.258314305457	67407.3821443	67407.3821443	134814.764289	1.57715841161	1.57715841161	1	1	0.00188960432044	0.00224621161862	1	1
20	7500000	489576.75162	1	9537	9309	124532	7000000	0.493950971028	0.128721998067	0.125644655553	0.254366653621	1	1	1	1	2	2	1.57178783989	1.53380803599	0.129157152729	0.129157152729	0.258314305457	63232.3392814	63232.3392814	126464.678563	1.57715841161	1.57715841161	1	1	0.00191263789216	0.00214293867875	1	1
20	8000000	496415.743979	1	10428	9826	126893	7500000	0.485138738027	0.131608013863	0.124010389741	0.255618403604	1	1	1	1	2	2	1.60740633652	1.51363832957	0.129157152729	0.129157152729	0.258314305457	64115.644062	64115.644062	128231.288124	1.57715841161	1.57715841161	1	1	0.00189908330872	0.00225134921292	1	1
20	8500000	497998.917847	1	9899	9505	127541	8000000	0.489847454133	0.130653628995	0.125453353228	0.256106982223	1	1	1	1	2	2	1.59562755338	1.53144702977	0.129157152729	0.129157152729	0.258314305457	64320.1222911	64320.1222911	128640.244582	1.57715841161	1.57715841161	1	1	0.0018952103661	0.00218138969024	1	1
20	9000000	513539.467068	1	7441	7042	127408	8500000	0.48622522958	0.127466378239	0.120631398408	0.248097776647	1	1	1	1	2	2	1.556291289	1.47193565019	0.129157152729	0.129157152729	0.258314305457	66327.2953803	66327.2953803	132654.590761	1.57715841161	1.57715841161	1	1	0.00206594655845	0.00223519430748	1	1
20	9042235	45627.3246093	1	243	230	10242	9000000	0.486257928118	0.115320070709	0.10915068421	0.224470754919	1	1	1	1	2	2	1.40638455098	1.33024350125	0.129157152729	0.129157152729	0.258314305457	5893.09533317	5893.09533317	11786.1906663	1.57715841161	1.57715841161	1	1	0.00540693573766	0.00248960280127	1	1
20	9500000	481636.558692	1	4574	4362	121454	9042235	0.488137869293	0.129075964233	0.123093431566	0.252169395799	1	1	1	1	2	2	1.57615640318	1.50232145746	0.129157152729	0.129157152729	0.258314305457	62206.8065707	62206.8065707	124413.613141	1.57715841161	1.57715841161	1	1	0.00194949247911	0.0022117795826	1	1
20	10000000	514312.965119	1	6703	6497	131539	9500000	0.492196969697	0.129874040386	0.125882685423	0.255756725809	1	1	1	1	2	2	1.58600606264	1.53674574205	0.129157152729	0.129157152729	0.258314305457	66427.1981862	66427.1981862	132854.396372	1.57715841161	1.57715841161	1	1	0.00189787882279	0.0021601569419	1	1
20	10500000	527710.033901	1	7820	7399	134351	10000000	0.486168605033	0.130817603059	0.123774865094	0.254592468153	1	1	1	1	2	2	1.59765128091	1.51073154234	0.129157152729	0.129157152729	0.258314305457	68157.525445	68157.525445	136315.05089	1.57715841161	1.57715841161	1	1	0.00190974367314	0.00223568761639	1	1
20	11000000	541078.862154	1	9977	9466	144011	10500000	0.486859023813	0.136575183934	0.12958010335	0.266155287284	1	1	1	1	2	2	1.66870992699	1.58237836408	0.129157152729	0.129157152729	0.258314305457	69884.2052375	69884.2052375	139768.410475	1.57715841161	1.57715841161	1	1	0.00198567914162	0.00222261845824	1	1
20	11500000	512456.351154	1	8697	8481	137517	11000000	0.493712888578	0.135861492485	0.132487216025	0.26834870851	1	1	1	1	2	2	1.65990172279	1.6182572332	0.129157152729	0.129157152729	0.258314305457	66187.4032128	66187.4032128	132374.806426	1.57715841161	1.57715841161	1	1	0.00205016738282	0.00214535727211	1	1
20	11830823	333621.467342	1	5507	5226	88621	11500000	0.486909531352	0.136293958492	0.129339427471	0.265633385963	1	1	1	1	2	2	1.6652391118	1.57940800162	0.129157152729	0.129157152729	0.258314305457	43089.5988111	43089.5988111	86179.1976221	1.57715841161	1.57715841161	1	1	0.00197328710118	0.00222742675336	1	1
20	12000000	179997.582954	1	2244	818	30836	11830823	0.267145656434	0.125547777739	0.0457656337746	0.171313411513	1	1	1	0	2	1	1.53261239384	0.547960809404	0.129157152729	0.0481313917135	0.177288544442	23247.9753124	8663.53417264	31911.509485	1.57715841161	0.577158411614	1	1	0.00201730736669	0.00214822973945	1	1
20	12500000	498806.56685	1	7390	2960	89608	12000000	0.285990338164	0.128268114395	0.0513766736955	0.179644788091	1	1	1	0	2	1	1.56618611932	0.617210883091	0.129157152729	0.0481313917135	0.177288544442	64424.4359367	24008.2542583	88432.6901951	1.57715841161	0.577158411614	1	1	0.00190642740692	0.00225343619149	1	1
20	12878840	371338.97455	1	4191	1545	66820	12500000	0.269351464435	0.131475386352	0.0484680200223	0.179943406374	1	1	1	0	2	1	1.60576948042	0.581312995348	0.129157152729	0.0481313917135	0.177288544442	47961.0846501	17873.0616426	65834.1462926	1.57715841161	0.577158411614	1	1	0.00191186476155	0.0021167275229	1	1
20	13000000	125098.553072	1	1848	976	16884	12878840	0.345609065156	0.0883202584889	0.0466453313232	0.134965589812	1	1	1	0	1	1	1.07315951388	0.558817820032	0.0823924532014	0.0481313917135	0.130523844915	10307.1766795	6021.1674607	16328.3441402	1.0	0.577158411614	0	1	0.00201653534214	0.00250983682791	1	1
20	13500000	524109.137397	1	5868	3150	69837	13000000	0.349301397206	0.0867049152187	0.0465440495806	0.133248964799	1	1	1	0	1	1	1.05322334481	0.557567825694	0.0823924532014	0.0481313917135	0.130523844915	43182.6375754	25226.1021927	68408.7397681	1.0	0.577158411614	0	1	0.00193427003305	0.00237028065767	1	1
20	14000000	516991.181793	1	4326	2241	64550	13500000	0.341251713111	0.0822493756493	0.042607686276	0.124857061925	1	1	1	0	1	1	0.998234172068	0.508986198625	0.0823924532014	0.0481313917135	0.130523844915	42596.1717514	24883.5050833	67479.6768347	1.0	0.577158411614	0	1	0.00210589040482	0.00265382287534	1	1
20	14500000	482990.287739	1	5776	2927	64311	14000000	0.336320808916	0.0883700429207	0.0447817028443	0.133151745765	1	1	1	0	1	1	1.07377394108	0.535817376032	0.0823924532014	0.0481313917135	0.130523844915	39794.7546793	23246.994733	63041.7494122	1.0	0.577158411614	0	1	0.00193114523633	0.00289362314978	1	1
20	15000000	506877.014257	1	3614	1948	61603	14500000	0.350233728875	0.0789689618473	0.0425654503815	0.121534412229	1	1	1	0	1	1	0.957748112314	0.50846493361	0.0823924532014	0.0481313917135	0.130523844915	41762.840676	24396.6961238	66159.5367998	1.0	0.577158411614	0	1	0.00249704615917	0.00235442689451	1	1
20	15107627	109855.564363	1	649	347	14418	15000000	0.348393574297	0.0855201236301	0.0457249351304	0.131245058761	1	1	1	0	1	1	1.03860093863	0.547458516754	0.0823924532014	0.0481313917135	0.130523844915	9051.26944569	5287.50120026	14338.770646	1.0	0.577158411614	0	1	0.00189713533533	0.00250117257875	1	1
20	15500000	399709.38237	1	3161	2917	36486	15107627	0.479927607766	0.0474728944078	0.0438084254943	0.0912813199021	1	1	0	0	1	1	0.569031399939	0.523805426526	0.0481313917135	0.0481313917135	0.096262783427	19238.5688544	19238.5688544	38477.1377088	0.577158411614	0.577158411614	1	1	0.00220777879852	0.00237841644042	1	1
20	16000000	522638.838095	1	3551	3320	46857	15500000	0.483190219764	0.0463343978813	0.0433202480895	0.0896546459708	1	1	0	0	1	1	0.554980356021	0.517780461148	0.0481313917135	0.0481313917135	0.096262783427	25155.334641	25155.334641	50310.6692821	0.577158411614	0.577158411614	1	1	0.00249269457581	0.00230138483462	1	1
20	16500000	535099.632008	1	3420	3267	47308	16000000	0.488559892328	0.04521626846	0.0431934353973	0.0884097038573	1	1	0	0	1	1	0.541180677903	0.516215370113	0.0481313917135	0.0481313917135	0.096262783427	25755.0899939	25755.0899939	51510.1799879	0.577158411614	0.577158411614	1	1	0.00280472942317	0.00221109111414	1	1
20	17000000	534634.546711	1	4041	3746	47654	16500000	0.48105817388	0.0462552484385	0.0428785351771	0.0891337836157	1	1	0	0	1	1	0.554003513079	0.5123289491	0.0481313917135	0.0481313917135	0.096262783427	25732.7047913	25732.7047913	51465.4095826	0.577158411614	0.577158411614	1	1	0.00261179763584	0.00234633323037	1	1
20	17500000	530078.380789	1	2318	2193	50121	17000000	0.48614497894	0.0485870173996	0.0459669237089	0.0945539411085	1	1	0	0	1	1	0.58278163169	0.55044508023	0.0481313917135	0.0481313917135	0.096262783427	25513.4101846	25513.4101846	51026.8203692	0.577158411614	0.577158411614	1	1	0.00192282318357	0.00225674012616	1	1
20	18000000	556411.171443	1	4367	3805	49117	17500000	0.465614292707	0.0471727099171	0.0411019375394	0.0882746474565	1	1	0	0	1	1	0.565326596838	0.49040261832	0.0481313917135	0.0481313917135	0.096262783427	26780.8440465	26780.8440465	53561.688093	0.577158411614	0.577158411614	1	1	0.00284459432242	0.0029221385472	1	1
20	18500000	530106.780644	1	3841	3603	45970	18000000	0.484013970983	0.0447454713276	0.0419729063248	0.0867183776524	1	1	0	0	1	1	0.53537021557	0.501151900702	0.0481313917135	0.0481313917135	0.096262783427	25514.7771092	25514.7771092	51029.5542183	0.577158411614	0.577158411614	1	1	0.00341183624438	0.00228348818146	1	1
20	19000000	533246.455984	1	5485	5020	47381	18500000	0.477867682056	0.0463934660585	0.0424603827919	0.0888538488504	1	1	0	0	1	1	0.555709360926	0.507168215279	0.0481313917135	0.0481313917135	0.096262783427	25665.8940528	25665.8940528	51331.7881056	0.577158411614	0.577158411614	1	1	0.00268239278594	0.0024258243398	1	1
20	19500000	530807.724299	1	1742	1603	48623	19000000	0.479222720478	0.0477041921265	0.0438977152576	0.0916019073841	1	1	0	0	1	1	0.571886019455	0.524907418808	0.0481313917135	0.0481313917135	0.096262783427	25548.5145028	25548.5145028	51097.0290056	0.577158411614	0.577158411614	1	1	0.00216409865384	0.00241256738407	1	1
20	20000000	550160.778621	1	4375	3952	50164	19500000	0.474600696529	0.0479062333839	0.0432743849905	0.0911806183744	1	1	0	0	1	1	0.574379562927	0.517214430068	0.0481313917135	0.0481313917135	0.096262783427	26480.0039412	26480.0039412	52960.0078824	0.577158411614	0.577158411614	1	1	0.00222150455399	0.00253142893229	1	1
20	20500000	531917.006505	1	3201	2852	48094	20000000	0.471171320007	0.0478147647557	0.0426015960898	0.0904163608455	1	1	0	0	1	1	0.57325067963	0.508911035045	0.0481313917135	0.0481313917135	0.096262783427	25601.9057992	25601.9057992	51203.8115983	0.577158411614	0.577158411614	1	1	0.00234405974246	0.00266438380819	1	1
20	21000000	540659.166519	1	2263	2113	47692	20500000	0.482861060329	0.0456172609993	0.0425935804205	0.0882108414199	1	1	0	0	1	1	0.546129629129	0.508812107628	0.0481313917135	0.0481313917135	0.096262783427	26022.6781272	26022.6781272	52045.3562545	0.577158411614	0.577158411614	1	1	0.00286391217073	0.00231873847771	1	1
20	21500000	521577.803613	1	2584	2371	43653	21000000	0.478506559031	0.043645939342	0.0400481896981	0.08369412904	1	1	0	0	1	1	0.521800062425	0.477397521816	0.0481313917135	0.0481313917135	0.096262783427	25104.2655748	25104.2655748	50208.5311495	0.577158411614	0.577158411614	1	1	0.00539001248209	0.00242029380065	1	1
20	22000000	515786.215578	1	1812	1586	45097	21500000	0.466745144202	0.0466243445551	0.040809166923	0.0874335114781	1	1	0	0	1	1	0.558558806507	0.48678931543	0.0481313917135	0.0481313917135	0.096262783427	24825.5083824	24825.5083824	49651.0167648	0.577158411614	0.577158411614	1	1	0.00312458980703	0.00287480649564	1	1
20	22500000	516128.841683	1	934	833	44652	22000000	0.471420486701	0.0457291484639	0.0407841334802	0.0865132819441	1	1	0	0	1	1	0.547510516679	0.48648035884	0.0481313917135	0.0481313917135	0.096262783427	24841.9994537	24841.9994537	49683.9989074	0.577158411614	0.577158411614	1	1	0.00350384983736	0.00269144273794	1	1
20	23000000	541558.622809	1	915	776	47313	22500000	0.458900059137	0.0472729274797	0.0400915756549	0.0873645031347	1	1	0	0	1	1	0.56656345733	0.477932980617	0.0481313917135	0.0481313917135	0.096262783427	26065.9702102	26065.9702102	52131.9404205	0.577158411614	0.577158411614	1	1	0.00315019105315	0.00335075467951	1	1
20	23500000	541278.164038	1	2788	2696	47798	23000000	0.491611962071	0.0448936111807	0.0434121864215	0.0883057976021	1	1	0	0	1	1	0.537198521176	0.518915141413	0.0481313917135	0.0481313917135	0.096262783427	26052.4713393	26052.4713393	52104.9426786	0.577158411614	0.577158411614	1	1	0.00283529367175	0.00218041755173	1	1
20	24000000	517826.201624	1	5354	4975	48512	23500000	0.48165359667	0.0485607345467	0.0451232077642	0.0936839423109	1	1	0	0	1	1	0.582457255189	0.5400321457	0.0481313917135	0.0481313917135	0.096262783427	24923.6957499	24923.6957499	49847.3914998	0.577158411614	0.577158411614	1	1	0.00196789610653	0.00232855638416	1	1
20	24500000	544474.596344	1	3820	3716	48133	24000000	0.493099787686	0.0448113246847	0.0435913305048	0.0884026551894	1	1	0	0	1	1	0.536182961495	0.521126093597	0.0481313917135	0.0481313917135	0.096262783427	26206.3200747	26206.3200747	52412.6401494	0.577158411614	0.577158411614	1	1	0.00280676800843	0.00216044944544	1	1
20	25000000	545275.966977	1	2018	1878	50873	24500000	0.482032854209	0.0483251494723	0.0449725622938	0.0932977117661	1	1	0	0	1	1	0.579549722184	0.538172916382	0.0481313917135	0.0481313917135	0.096262783427	26244.8911585	26244.8911585	52489.7823171	0.577158411614	0.577158411614	1	1	0.00199427867153	0.00234000779	1	1
20	25500000	544283.389062	1	5621	5429	48468	25000000	0.491312217195	0.0452982397635	0.0437509595581	0.0890491993216	1	1	0	0	1	1	0.542192347556	0.523096196084	0.0481313917135	0.0481313917135	0.096262783427	26197.1170021	26197.1170021	52394.2340042	0.577158411614	0.577158411614	1	1	0.00263260436093	0.00217066779453	1	1
20	26000000	410732.587201	1	4071	3335	50029	25500000	0.450310559006	0.0669545439063	0.0548497676068	0.121804311513	1	1	0	0	1	1	0.809469123132	0.66007495333	0.0481313917135	0.0481313917135	0.096262783427	19769.1310441	19769.1310441	39538.2620881	0.577158411614	0.577158411614	1	1	0.0524137315063	0.00412240467381	1	1
20	26319569	227737.808081	1	1314	1130	36998	26000000	0.462356792144	0.0873448443711	0.0751139072598	0.162458751631	1	1	0	0	1	1	1.06112119291	0.91016997742	0.0481313917135	0.0481313917135	0.096262783427	10961.3376487	10961.3376487	21922.6752974	0.577158411614	0.577158411614	1	1	0.999994890924	0.00312234464188	1	1
20	29500000	66004.0724728	1	599	197	26929	29419569	0.247487437186	0.30701758308	0.100972393767	0.407989976847	1	1	2	0	2	1	3.77226806714	1.22930905348	0.163418214217	0.0481313917135	0.21154960593	10786.2676545	3176.86786688	13963.1355214	2.0	0.577158411614	0	1	0.01	0.01	0	0
20	29653908	135559.041958	1	1943	839	62630	29500000	0.301581595974	0.322678177806	0.139334529686	0.462012707492	1	1	2	0	2	1	3.96554727279	1.70276509311	0.163418214217	0.0481313917135	0.21154960593	22152.8165577	6524.64534879	28677.4619065	2.0	0.577158411614	0	1	0.01	0.01	0	0
20	29812012	8868.43429571	1	267	147	2648	29803908	0.355072463768	0.192567037089	0.106020054128	0.298587091216	1	1	2	0	2	1	2.35974759764	1.29160603529	0.163418214217	0.0481313917135	0.21154960593	1449.2636955	426.850084972	1876.11378047	2.0	0.577158411614	0	1	0.01	0.01	0	0
20	29818004	6367.48683615	1	140	35	1786	29812012	0.2	0.22438994171	0.0560974854274	0.280487427137	1	1	2	0	2	1	2.75249805406	0.675473979577	0.163418214217	0.0481313917135	0.21154960593	1040.56332781	306.476003141	1347.03933095	2.0	0.577158411614	0	1	0.01	0.01	0	0
20	29825634	8314.24204566	1	458	135	2199	29818004	0.227655986509	0.204274121001	0.0602118042252	0.264485925226	1	1	3	0	2	1	2.50423354588	0.726251889543	0.197679275704	0.0481313917135	0.245810667418	1643.55334562	400.176040701	2043.72938632	2.42284158839	0.577158411614	1	1	0.01	0.01	0	0
20	29825635	0.0	1	0	0	0	29825634	0.0				1	1	3	0	2	1			0.197679275704	0.0481313917135	0.245810667418	0.0	0.0	0.0	2.42284158839	0.577158411614	1	1	0.01	0.01	0	0
20	29825675	0.0	1	0	0	0	29825635	0.0				1	1	3	0	2	1			0.197679275704	0.0481313917135	0.245810667418	0.0	0.0	0.0	2.42284158839	0.577158411614	1	1	0.01	0.01	0	0
20	29832056	6825.35593909	1	218	54	2029	29825675	0.198529411765	0.238256266492	0.0590176072963	0.297273873789	1	1	3	0	2	1	2.92363282169	0.711513404969	0.197679275704	0.0481313917135	0.245810667418	1349.23141846	328.513880288	1677.74529875	2.42284158839	0.577158411614	1	1	0.01	0.01	0	0
20	29832122	0.0	1	0	0	0	29832056	0.0				1	1	3	0	2	1			0.197679275704	0.0481313917135	0.245810667418	0.0	0.0	0.0	2.42284158839	0.577158411614	1	1	0.01	0.01	0	0
20	29856936	25143.2604852	1	831	253	6102	29832122	0.233394833948	0.186046862379	0.0566424262116	0.242689288591	1	1	3	0	2	1	2.27927720615	0.682199504613	0.197679275704	0.0481313917135	0.245810667418	4970.30152156	1210.18011937	6180.48164093	2.42284158839	0.577158411614	1	1	0.00192119785538	0.00497599702341	1	1
20	30000000	145669.832369	1	3366	1132	27381	29856936	0.251667407737	0.140661208814	0.0473049579256	0.18796616674	1	1	2	0	1	1	1.71913864039	0.566958769209	0.116653514689	0.0481313917135	0.164784906403	16992.89793	7011.29176259	24004.1896926	1.42284158839	0.577158411614	1	1	0.00520849539718	0.00368698553557	1	1
20	30500000	554205.847582	1	3418	1160	88637	30000000	0.253385757973	0.119409867036	0.0405252913289	0.159935158365	1	1	2	0	1	1	1.45685981065	0.483285792717	0.116653514689	0.0481313917135	0.164784906403	64650.0599818	26674.6987399	91324.7587217	1.42284158839	0.577158411614	1	1	0.00198392811641	0.00351719942173	1	1
20	31000000	552904.006978	1	6621	2316	88907	30500000	0.259147364888	0.119129151532	0.0416709129962	0.160800064528	1	1	2	0	1	1	1.45339528898	0.497424773369	0.116653514689	0.0481313917135	0.164784906403	64498.1956998	26612.0393398	91110.2350396	1.42284158839	0.577158411614	1	1	0.00195192251743	0.00304610055464	1	1
20	31500000	558534.001301	1	2415	909	87407	31000000	0.273465703971	0.11369797195	0.0427956341625	0.156493606112	1	1	2	0	1	1	1.38636500733	0.511305805182	0.116653514689	0.0481313917135	0.164784906403	65154.9543252	26883.0188019	92037.9731271	1.42284158839	0.577158411614	1	1	0.00218740918764	0.00239029998172	1	1
20	31749147	276622.122256	1	5151	1778	48718	31500000	0.25660268437	0.130925285829	0.0451922264032	0.176117512232	1	1	2	0	1	1	1.59898027515	0.540883956756	0.116653514689	0.0481313917135	0.164784906403	32268.942802	13314.2077229	45583.1505249	1.42284158839	0.577158411614	1	1	0.00243489867525	0.00323717967568	1	1
20	31950869	226953.02568	1	4560	1183	48226	31749147	0.205989900749	0.168721835418	0.0437714761623	0.212493311581	1	1	2	1	1	1	2.06545598752	0.523349406964	0.116653514689	0.0823924532014	0.199045967891	26474.8681149	18699.2165473	45174.0846622	1.42284158839	1.0	1	0	0.00241384091627	0.999998891551	1	1
20	31952594	1488.641117	1	77	22	185	31950869	0.222222222222	0.0966578762643	0.0276165360755	0.12427441234	1	1	1	1	1	1	1.17606034037	0.323969112544	0.0823924532014	0.0823924532014	0.164784906403	122.652793566	122.652793566	245.305587132	1.0	1.0	0	0	0.01	0.01	0	0
20	32000000	52172.6480608	1	537	258	6115	31952594	0.324528301887	0.079170017001	0.0380369914083	0.117207008409	1	1	1	0	1	1	0.960229485537	0.452575807529	0.0823924532014	0.0481313917135	0.130523844915	4298.63246374	2511.14216055	6809.77462429	1.0	0.577158411614	0	1	0.0035301995671	0.00375723534428	1	1
20	32500000	551889.61171	1	4587	2370	65160	32000000	0.340664079345	0.0778458729397	0.0402212162344	0.118067089174	1	1	1	0	1	1	0.943887225436	0.479532972741	0.0823924532014	0.0481313917135	0.130523844915	45471.5390051	26563.2150838	72034.754089	1.0	0.577158411614	0	1	0.00326216272249	0.00267870975011	1	1
20	33000000	547463.471772	1	2497	1301	68416	32500000	0.342548709847	0.0821610751883	0.0428079931197	0.124969068308	1	1	1	0	1	1	0.99714438951	0.51145833639	0.0823924532014	0.0481313917135	0.130523844915	45106.8584774	26350.1788087	71457.0372861	1.0	0.577158411614	0	1	0.00209670601557	0.00261121504475	1	1
20	33500000	538789.671522	1	136	80	66638	33000000	0.37037037037	0.0778731692104	0.0458077465944	0.123680915805	1	1	1	0	1	1	0.944224109291	0.54848055546	0.0823924532014	0.0481313917135	0.130523844915	44392.2027963	25932.6967312	70324.8995275	1.0	0.577158411614	0	1	0.00221600090854	0.01	1	0
