chromosome	end	length	major_is_allele_a	major_readcount	minor_readcount	readcount	start	allele_ratio	major_depth	minor_depth	total_depth	major_0	minor_0	major_1	minor_1	major_2	minor_2	major_raw	minor_raw	major_depth_e	minor_depth_e	total_depth_e	major_e	minor_e	total_e	major_raw_e	minor_raw_e	major_diff	minor_diff	prob_is_outlier_total	prob_is_outlier_allele	total_likelihood_mask	allele_likelihood_mask
20	5500000	501663.25694	1	7699	2662	34589	5000000	0.256925007239	0.0512340111999	0.0177146301876	0.0689486413874	1	1	1	0	2	1	1.98570604312	0.543469286804	0.045712044121	0.0224707968947	0.0681828410158	22932.0529351	11272.7731563	34204.8260914	1.74811263752	0.748112637519	1	1	0.000558376094436	0.00676505093115	1	1
20	6000000	515011.171258	1	8688	2852	34836	5500000	0.247140381282	0.0509243665794	0.0167168846092	0.0676412511886	1	1	1	0	2	1	1.97238297928	0.500539336933	0.045712044121	0.0224707968947	0.0681828410158	23542.2133834	11572.7114279	35114.9248112	1.74811263752	0.748112637519	1	1	0.000477952560106	0.0072972194599	1	1
20	6500000	509181.594538	1	8700	3196	34874	6000000	0.268661735037	0.0500895769327	0.0184007227445	0.0684902996772	1	1	1	0	2	1	1.93646452625	0.572989757467	0.045712044121	0.0224707968947	0.0681828410158	23275.7315151	11441.7161934	34717.4477086	1.74811263752	0.748112637519	1	1	0.000488777612184	0.00626925422756	1	1
20	7000000	518143.505713	1	8373	2704	34956	6500000	0.244109415907	0.0509953535386	0.0164685818665	0.0674639354051	1	1	1	0	2	1	1.97543733168	0.489855627051	0.045712044121	0.0224707968947	0.0681828410158	23685.3987942	11643.0974792	35328.4962734	1.74811263752	0.748112637519	1	1	0.000493747487782	0.00748820231994	1	1
20	7500000	514051.677515	1	6613	1818	34599	7000000	0.215632783774	0.0527929826927	0.0145134798934	0.0673064625861	1	1	1	0	2	1	2.05278383277	0.405733550725	0.045712044121	0.0224707968947	0.0681828410158	23498.3529631	11551.1508388	35049.5038019	1.74811263752	0.748112637519	1	1	0.000513953843443	0.0101292659074	1	1
20	8000000	519182.875249	1	6154	2519	35225	7500000	0.290441600369	0.0481414080058	0.0197055909598	0.0678469989656	1	1	1	0	2	1	1.85264075777	0.629134257917	0.045712044121	0.0224707968947	0.0681828410158	23732.9105003	11666.4529409	35399.3634412	1.74811263752	0.748112637519	1	1	0.000467614898577	0.00566640655892	1	1
20	8500000	515360.506675	1	5364	1938	35094	8000000	0.26540673788	0.0500228783675	0.0180731428554	0.0680960212229	1	1	1	0	2	1	1.93359469038	0.55889499371	0.045712044121	0.0224707968947	0.0681828410158	23558.1822194	11580.5612731	35138.7434924	1.74811263752	0.748112637519	1	1	0.000466302745446	0.00639433343157	1	1
20	9000000	513237.260083	1	10072	2825	34998	8500000	0.219043188338	0.0532539794366	0.0149367049154	0.068190684352	1	1	1	0	2	1	2.07261911697	0.423943632907	0.045712044121	0.0224707968947	0.0681828410158	23461.1242775	11532.8502301	34993.9745076	1.74811263752	0.748112637519	1	1	0.000468919704297	0.00971464825064	1	1
20	9500000	518068.480527	1	2609	1454	35136	9000000	0.357863647551	0.0435504257211	0.0242707240316	0.0678211497527	1	1	1	0	2	1	1.65510478906	0.825558013809	0.045712044121	0.0224707968947	0.0681828410158	23681.9692396	11641.4116035	35323.3808431	1.74811263752	0.748112637519	1	1	0.000468467989322	0.00556929801584	1	1
20	10000000	512901.486558	1	9255	2737	34886	9500000	0.228235490327	0.0524930759416	0.0155238842628	0.0680169602044	1	1	1	0	2	1	2.03987975976	0.449208169773	0.045712044121	0.0224707968947	0.0681828410158	23445.7753833	11525.3051315	34971.0805147	1.74811263752	0.748112637519	1	1	0.000465529673335	0.00874175566369	1	1
20	10500000	518116.068763	1	7347	2766	35027	10000000	0.273509344408	0.0491140686954	0.0184904742087	0.0676045429041	1	1	1	0	2	1	1.89449138136	0.5768514893	0.045712044121	0.0224707968947	0.0681828410158	23684.1445951	11642.4809491	35326.6255442	1.74811263752	0.748112637519	1	1	0.000480609075511	0.00610321233155	1	1
20	11000000	517840.564831	1	5171	2286	35017	10500000	0.306557596889	0.0468914068902	0.0207297923324	0.0676211992226	1	1	1	0	2	1	1.79885702132	0.673202519944	0.045712044121	0.0224707968947	0.0681828410158	23671.5507472	11636.2901562	35307.8409034	1.74811263752	0.748112637519	1	1	0.000479341858207	0.0054246253334	1	1
20	11500000	522145.570692	1	9021	2265	35038	11000000	0.200691121744	0.0536367366657	0.013467155365	0.0671038920307	1	1	1	0	2	1	2.08908799342	0.360713396761	0.045712044121	0.0224707968947	0.0681828410158	23868.3413651	11733.0270685	35601.3684336	1.74811263752	0.748112637519	1	1	0.000549157523301	0.012458529023	1	1
20	12000000	514364.572618	1	7786	2701	34793	11500000	0.257556975303	0.0502208385519	0.017421844969	0.067642683521	1	1	1	0	2	1	1.94211231348	0.530871631623	0.045712044121	0.0224707968947	0.0681828410158	23512.6560378	11558.1818412	35070.837879	1.74811263752	0.748112637519	1	1	0.000477867164317	0.00673467076524	1	1
20	12500000	500549.661781	1	6326	2813	34681	12000000	0.307801728854	0.0479595334381	0.0213262990138	0.0692858324519	1	1	1	0	2	1	1.8448152497	0.698868383551	0.045712044121	0.0224707968947	0.0681828410158	22881.1482241	11247.7497856	34128.8980097	1.74811263752	0.748112637519	1	1	0.000649347292575	0.00541074580166	1	1
20	13000000	499625.946445	1	7892	2833	34760	12500000	0.264149184149	0.051194647798	0.0183773995453	0.0695720473433	1	1	1	0	2	1	1.98401235596	0.571986231326	0.045712044121	0.0224707968947	0.0681828410158	22838.9233079	11226.9931659	34065.9164738	1.74811263752	0.748112637519	1	1	0.000764403402588	0.00644364258272	1	1
20	13500000	516161.043134	1	8917	3550	35104	13000000	0.284751744606	0.0486438778969	0.0193659040635	0.0680097819604	1	1	1	0	2	1	1.87426050503	0.614518566555	0.045712044121	0.0224707968947	0.0681828410158	23594.7763773	11598.5499652	35193.3263426	1.74811263752	0.748112637519	1	1	0.000465433336942	0.00578897970845	1	1
20	14000000	517097.508041	1	5278	1134	35065	13500000	0.176855895197	0.0558183854807	0.0119928096126	0.0678111950932	1	1	1	0	2	1	2.18295768956	0.297276794668	0.045712044121	0.0224707968947	0.0681828410158	23637.5841025	11619.593078	35257.1771804	1.74811263752	0.748112637519	1	1	0.000468844201809	0.0187328415349	1	1
20	14500000	516317.819213	1	8083	1430	35221	14000000	0.150320613897	0.0579615046088	0.0102542312991	0.0682157359079	1	1	1	0	2	1	2.27516957076	0.222471071183	0.045712044121	0.0224707968947	0.0681828410158	23601.9429323	11602.0728487	35204.015781	1.74811263752	0.748112637519	1	1	0.000469812843256	0.0340729143818	1	1
20	15000000	521494.885263	1	6874	1635	35029	14500000	0.192149488777	0.0542636109334	0.0129067506366	0.06717036157	1	1	1	0	2	1	2.11606048167	0.336600890107	0.045712044121	0.0224707968947	0.0681828410158	23838.597204	11718.4056484	35557.0028524	1.74811263752	0.748112637519	1	1	0.000536286569019	0.014247674134	1	1
20	15500000	515882.834549	1	9861	3226	34585	15000000	0.246504164438	0.0505146745107	0.0165257418083	0.067040416319	1	1	1	0	2	1	1.95475517881	0.492315045051	0.045712044121	0.0224707968947	0.0681828410158	23582.0588942	11592.2983966	35174.3572908	1.74811263752	0.748112637519	1	1	0.000562835844058	0.00733624480088	1	1
20	16000000	519711.112101	1	7941	2820	34921	15500000	0.262057429607	0.0495846478951	0.017608450707	0.0671930986021	1	1	1	0	2	1	1.91473896942	0.538900707522	0.045712044121	0.0224707968947	0.0681828410158	23757.0572866	11678.322844	35435.3801305	1.74811263752	0.748112637519	1	1	0.000532211091895	0.00653105423444	1	1
20	16500000	518691.388629	1	7471	2355	34480	16000000	0.239670262569	0.0505429045505	0.0159320760563	0.0664749806067	1	1	1	0	2	1	1.95596983134	0.466771417971	0.045712044121	0.0224707968947	0.0681828410158	23710.4436422	11655.4088449	35365.8524872	1.74811263752	0.748112637519	1	1	0.00075379164119	0.00779307865463	1	1
20	17000000	513726.020824	1	9766	3174	34887	16500000	0.245285935085	0.0512524351802	0.016657303836	0.0679097390162	1	1	1	0	2	1	1.98649877081	0.497975757938	0.045712044121	0.0224707968947	0.0681828410158	23483.46653	11543.8330735	35027.2996035	1.74811263752	0.748112637519	1	1	0.000466277840995	0.00741254838019	1	1
20	17500000	511735.572652	1	9410	1850	35005	17000000	0.164298401421	0.0571657239044	0.0112387448696	0.068404468774	1	1	1	0	2	1	2.24092955357	0.264831688104	0.045712044121	0.0224707968947	0.0681828410158	23392.4790754	11499.1061169	34891.5851923	1.74811263752	0.748112637519	1	1	0.000481187665078	0.0244042787153	1	1
20	18000000	515153.147741	1	7124	2445	34957	17500000	0.255512592747	0.0505190474123	0.0173384434199	0.0678574908322	1	1	1	0	2	1	1.95494333143	0.527283117274	0.045712044121	0.0224707968947	0.0681828410158	23548.7034186	11575.9017526	35124.6051712	1.74811263752	0.748112637519	1	1	0.000467413506524	0.00683466653934	1	1
20	18500000	509718.675987	1	9196	3035	34770	18000000	0.248139972202	0.0512874540371	0.0169266445196	0.0682140985568	1	1	1	0	2	1	1.98800552544	0.509564666272	0.045712044121	0.0224707968947	0.0681828410158	23300.282606	11453.7848416	34754.0674476	1.74811263752	0.748112637519	1	1	0.000469905768204	0.00723711217642	1	1
20	18788619	290268.98361	1	6872	2003	20177	18500000	0.225690140845	0.0538233532011	0.0156880349915	0.0695113881926	1	1	1	0	2	1	2.0971175339	0.456271075095	0.045712044121	0.0224707968947	0.0681828410158	13268.7885858	6522.57537554	19791.3639613	1.74811263752	0.748112637519	1	1	0.000737641531579	0.00898792245834	1	1
20	19000000	211485.493571	1	4853	1008	20913	18788619	0.17198430302	0.0818793382872	0.0170068767759	0.0988862150632	1	1	3	0	3	1	3.30428102272	0.513016815612	0.0748074678119	0.0224707968947	0.0972782647067	15820.694253	4752.24757222	20572.9418252	3.0	0.748112637519	0	1	0.000655211425315	0.00701767326726	1	1
20	19500000	508880.68352	1	4701	2133	49835	19000000	0.312115891133	0.0673649161298	0.0305657022133	0.0979306183432	1	1	3	0	3	1	2.67976969525	1.09641173007	0.0748074678119	0.0224707968947	0.0972782647067	38068.0753525	11434.954483	49503.0298356	3.0	0.748112637519	0	1	0.000500078498334	0.00685710709081	1	1
20	20000000	509867.396385	1	11118	2350	50009	19500000	0.174487674488	0.0809682011034	0.0171141637518	0.0980823648552	1	1	3	0	3	1	3.26507756797	0.517633047042	0.0748074678119	0.0224707968947	0.0972782647067	38141.8888434	11457.1267074	49599.0155509	3.0	0.748112637519	0	1	0.000515016778304	0.00686679489996	1	1
20	20500000	515227.356029	1	11025	1374	49817	20000000	0.110815388338	0.0859746853129	0.0107146682648	0.0966893535777	1	1	3	0	3	1	3.48049131754	0.242282269836	0.0748074678119	0.0224707968947	0.0972782647067	38542.853852	11577.5692719	50120.4231239	3.0	0.748112637519	0	1	0.000467626262665	0.0181662122762	1	1
20	21000000	519723.875995	1	5382	2329	49970	20500000	0.302036052393	0.0671072853737	0.0290399233808	0.0961472087545	1	1	3	0	3	1	2.66868462939	1.03076211937	0.0748074678119	0.0224707968947	0.0972782647067	38879.2271246	11678.6096588	50557.8367834	3.0	0.748112637519	0	1	0.000501205145634	0.0064520489222	1	1
20	21447403	460880.693683	1	6254	2580	44655	21000000	0.29205342993	0.0685933572827	0.0282972276606	0.0968905849433	1	1	3	0	3	1	2.73262577224	0.998806187186	0.0748074678119	0.0224707968947	0.0972782647067	34477.3176578	10356.3564605	44833.6741183	3.0	0.748112637519	0	1	0.000463831293137	0.00612224140134	1	1
20	21467073	18313.0311928	1	124	9	1325	21447403	0.0676691729323	0.0674567925353	0.00489605752272	0.072352850058	1	1	2	0	3	0	2.68372285682	-0.00807480805507	0.0689532913474	0.00508372613303	0.0740370174804	1262.74377529	93.0984352499	1355.84221054	2.74811263752	0.0	1	0	0.000930272811243	0.00542574552256	1	1
20	21500000	33759.0275648	1	206	25	1319	21467073	0.108225108225	0.034842564111	0.00422846651832	0.0390710306293	1	1	2	0	1	0	1.28043205634	-0.0367992133289	0.0341791498239	0.00508372613303	0.039262875957	1153.85486105	171.621650657	1325.4765117	1.25188736248	0.0	1	0	0.00072297604289	0.00555865871539	1	1
20	22000000	500660.272404	1	3063	732	20224	21500000	0.192885375494	0.0326031184532	0.00779153859215	0.0403946570454	1	1	2	0	1	0	1.1840755383	0.116508913345	0.0341791498239	0.00508372613303	0.039262875957	17112.1424614	2545.21971059	19657.362172	1.25188736248	0.0	1	0	0.00100704671751	0.00666216872359	1	1
20	22500000	510696.625527	1	4371	901	20171	22000000	0.170902883156	0.0327468737954	0.00675015632341	0.0394970301188	1	1	2	0	1	0	1.19026089233	0.0717014097458	0.0341791498239	0.00508372613303	0.039262875957	17455.1764785	2596.24178124	20051.4182597	1.25188736248	0.0	1	0	0.00049154207895	0.00577166253718	1	1
20	23000000	513091.132169	1	4772	1179	20138	22500000	0.198117963368	0.0314725775623	0.00777581075983	0.0392483883221	1	1	2	0	1	0	1.13543181105	0.115832192678	0.0341791498239	0.00508372613303	0.039262875957	17537.0186797	2608.41479724	20145.433477	1.25188736248	0.0	1	0	0.00047463415059	0.00694127491814	1	1
20	23500000	506032.379291	1	4173	1059	19938	23000000	0.202408256881	0.0314256257605	0.00797501502047	0.039400640781	1	1	2	0	1	0	1.13341161819	0.124403344592	0.0341791498239	0.00508372613303	0.039262875957	17295.7565075	2572.53003076	19868.2865383	1.25188736248	0.0	1	0	0.000481006873448	0.00719043718734	1	1
20	24000000	490729.335823	1	7053	1292	19919	23500000	0.154823247454	0.0343062346288	0.00628436908272	0.0405906037115	1	1	2	0	1	0	1.25735543412	0.0516600050759	0.0341791498239	0.00508372613303	0.039262875957	16772.7114921	2494.73354877	19267.4450409	1.25188736248	0.0	1	0	0.00132680168581	0.00536550899384	1	1
20	24500000	516613.990958	1	4502	547	20093	24000000	0.108338284809	0.0346799721976	0.00421367054467	0.0388936427423	1	1	2	0	1	0	1.27343622209	-0.0374358389587	0.0341791498239	0.00508372613303	0.039262875957	17657.4269981	2626.32404652	20283.7510446	1.25188736248	0.0	1	0	0.000512291656545	0.00535665524538	1	1
20	25000000	506687.624736	1	5448	942	20110	24500000	0.147417840376	0.0338382593003	0.00585088844729	0.0396891477475	1	1	2	0	1	0	1.2372198827	0.0330086551202	0.0341791498239	0.00508372613303	0.039262875957	17318.1522398	2575.86111916	19894.0133589	1.25188736248	0.0	1	0	0.000530593715444	0.00524567175109	1	1
20	25500000	506433.67305	1	2569	376	20210	25000000	0.127674023769	0.0348114845394	0.00509502459588	0.0399065091353	1	1	2	0	1	0	1.27909479715	0.000486138404688	0.0341791498239	0.00508372613303	0.039262875957	17309.4723871	2574.57009833	19884.0424854	1.25188736248	0.0	1	0	0.000608714735824	0.00513676175664	1	1
20	25710070	210647.32464	1	760	107	8367	25500000	0.123414071511	0.034818360386	0.0049020586333	0.0397204190193	1	1	2	0	1	0	1.27939064386	-0.00781659856588	0.0341791498239	0.00508372613303	0.039262875957	7199.74646888	1070.87330913	8270.61977801	1.25188736248	0.0	1	0	0.000564257621808	0.00519431108154	1	1
20	26000000	192358.702684	1	237	37	8666	25710070	0.13503649635	0.0389676870245	0.00608356295319	0.0450512499777	1	1	2	1	1	0	1.45792351682	0.0430199296286	0.0341791498239	0.0109379025976	0.0451170524216	6574.65691897	2104.00075376	8678.65767274	1.25188736248	0.251887362481	1	1	0.000503075767745	0.0109738279549	1	1
20	26319569	238534.840028	1	993	173	10473	26000000	0.148370497427	0.0373912497621	0.00651428621233	0.0439055359744	1	1	2	1	1	0	1.39009422835	0.0615526380905	0.0341791498239	0.0109379025976	0.0451170524216	8152.91803554	2609.07084637	10761.9888819	1.25188736248	0.251887362481	1	1	0.000917392400305	0.00931819178631	1	1
20	29500000	72991.4504424	1	136	15	3307	29419569	0.0993377483444	0.040806012871	0.0045006631843	0.0453066760553	1	1	2	1	1	0	1.5370210725	-0.0250874207849	0.0341791498239	0.0109379025976	0.0451170524216	2494.78572054	798.373375399	3293.15909594	1.25188736248	0.251887362481	1	1	0.000579215850408	0.019993702225	1	1
20	29653908	135634.054758	1	1348	197	6220	29500000	0.127508090615	0.0400113355459	0.00584735393364	0.0458586894796	1	1	2	1	1	0	1.50282853036	0.0328565757754	0.0341791498239	0.0109379025976	0.0451170524216	4635.8566788	1483.55207986	6119.40875867	1.25188736248	0.251887362481	1	1	0.000635152060933	0.0131167723142	1	1
20	30000000	197661.103461	1	1716	176	7730	29803908	0.093023255814	0.0354694480087	0.00363789210346	0.0391073401122	1	1	2	1	1	0	1.30740495894	-0.0622098295972	0.0341791498239	0.0109379025976	0.0451170524216	6755.88846956	2161.997897	8917.88636655	1.25188736248	0.251887362481	1	1	0.999716272734	0.0311098525073	1	1
20	30127505	127381.954519	1	979	107	5151	30000000	0.0985267034991	0.0364532713272	0.00398416755058	0.0404374388778	1	1	2	1	1	0	1.34973587643	-0.0473106529848	0.0341791498239	0.0109379025976	0.0451170524216	4353.80690837	1393.29141122	5747.09831959	1.25188736248	0.251887362481	1	1	0.720280224802	0.0257576775363	1	1
20	30500000	383985.897659	1	3612	3106	25958	30127505	0.462339982138	0.036346591968	0.0312548490179	0.0676014409859	1	1	3	1	2	0	1.34514578889	1.12606361569	0.0574203970502	0.0109379025976	0.0683582996479	22048.6227053	4200.00034746	26248.6230527	2.25188736248	0.251887362481	1	1	0.000517207765887	0.228632288679	1	1
20	31000000	511844.299144	1	3645	497	34742	30500000	0.11999034283	0.0597316323744	0.00814447772019	0.0678761100946	1	1	3	1	2	0	2.35133277097	0.131694807828	0.0574203970502	0.0109379025976	0.0683582996479	29390.3028847	5598.50308919	34988.8059739	2.25188736248	0.251887362481	1	1	0.000482419402228	0.00593041295908	1	1
20	31500000	513432.869717	1	4470	1359	34953	31000000	0.233144621719	0.0522052591838	0.0158718002753	0.0680770594591	1	1	3	1	2	0	2.0274958823	0.464177934913	0.0574203970502	0.0109379025976	0.0683582996479	29481.5192378	5615.87871939	35097.3979572	2.25188736248	0.251887362481	1	1	0.000469970400218	0.00698990102051	1	1
20	32000000	512686.839144	1	3999	2159	35053	31500000	0.35060084443	0.0444001812845	0.023970990596	0.0683711718805	1	1	3	1	2	0	1.69166717985	0.812661398033	0.0574203970502	0.0109379025976	0.0683582996479	29438.6818661	5607.71870964	35046.4005757	2.25188736248	0.251887362481	1	1	0.00046599263236	0.0277948622606	1	1
20	32500000	510785.622971	1	3780	932	34955	32000000	0.19779286927	0.0548980805129	0.0135357172058	0.0684337977187	1	1	3	1	2	0	2.14335977303	0.36366340371	0.0574203970502	0.0109379025976	0.0683582996479	29329.5132785	5586.92339233	34916.4366709	2.25188736248	0.251887362481	1	1	0.000467299435034	0.00564165793629	1	1
20	33000000	507505.592139	1	2023	1086	35206	32500000	0.349308459312	0.0451389043516	0.0242317598249	0.0693706641766	1	1	3	1	2	0	1.72345218088	0.823881502807	0.0574203970502	0.0109379025976	0.0683582996479	29141.1726058	5551.04673457	34692.2193404	2.25188736248	0.251887362481	1	1	0.00058670639521	0.0270647746442	1	1
20	33500000	513364.214186	1	4891	1346	34904	33000000	0.215808882476	0.0533177148109	0.0146730002321	0.067990715043	1	1	3	1	2	0	2.07536145578	0.412597224484	0.0574203970502	0.0109379025976	0.0683582996479	29477.5770099	5615.12777187	35092.7047818	2.25188736248	0.251887362481	1	1	0.000474306440641	0.00620329852703	1	1
20	34000000	511297.727198	1	5552	1747	34866	33500000	0.239347855871	0.051869774197	0.0163214148995	0.0681911890966	1	1	3	1	2	0	2.01306098629	0.483523481209	0.0574203970502	0.0109379025976	0.0683582996479	29358.9185066	5592.52473848	34951.4432451	2.25188736248	0.251887362481	1	1	0.000466521056638	0.00734062845987	1	1
20	34500000	516905.363352	1	1629	333	34860	34000000	0.169724770642	0.0559936045309	0.0114462064511	0.0674398109819	1	1	3	1	2	0	2.19049683101	0.273758127353	0.0574203970502	0.0109379025976	0.0683582996479	29680.9112011	5653.86051654	35334.7717176	2.25188736248	0.251887362481	1	1	0.000540366235988	0.00522044357636	1	1
20	34897085	405741.180322	1	378	201	27769	34500000	0.347150259067	0.0446811547242	0.0237590267184	0.0684401814427	1	1	3	1	2	0	1.7037566102	0.803541238711	0.0574203970502	0.0109379025976	0.0683582996479	23297.8196737	4437.95751021	27735.7771839	2.25188736248	0.251887362481	1	1	0.000470696180561	0.0247586929693	1	1
20	35000000	53869.1937412	1	404	82	3746	34947085	0.168724279835	0.0578059300961	0.0117328868017	0.0695388168978	1	1	3	1	2	0	2.26847567386	0.286093108683	0.0574203970502	0.0109379025976	0.0683582996479	3093.1904934	589.215994154	3682.40648755	2.25188736248	0.251887362481	1	1	0.000692699538531	0.00528461577904	1	1
20	35500000	513519.911445	1	2880	816	34687	35000000	0.220779220779	0.0526344364969	0.0149130903408	0.0675475268377	1	1	3	1	2	0	2.04596207341	0.422927569766	0.0574203970502	0.0109379025976	0.0683582996479	29486.5172084	5616.83077333	35103.3479817	2.25188736248	0.251887362481	1	1	0.000521660905579	0.00640281679633	1	1
20	36000000	505727.637657	1	5208	1514	34995	35500000	0.225230586135	0.0536119713841	0.0155853542004	0.0691973255844	1	1	3	1	2	0	2.08802241887	0.45185303375	0.0574203970502	0.0109379025976	0.0683582996479	29039.0817535	5531.59964162	34570.6813952	2.25188736248	0.251887362481	1	1	0.000548010788578	0.00659807183215	1	1
20	36500000	516251.447163	1	7684	2019	34858	36000000	0.208079975265	0.053471517366	0.0140498429935	0.0675213603595	1	1	3	1	2	0	2.08197911075	0.38578466866	0.0574203970502	0.0109379025976	0.0683582996479	29643.3630739	5646.70804495	35290.0711188	2.25188736248	0.251887362481	1	1	0.000525870920936	0.00593137723547	1	1
20	37000000	515729.909245	1	5549	1485	35001	36500000	0.211117429628	0.0535390295398	0.0143278895056	0.0678669190454	1	1	3	1	2	0	2.08488395373	0.397748162246	0.0574203970502	0.0109379025976	0.0683582996479	29613.4161595	5641.00351401	35254.4196735	2.25188736248	0.251887362481	1	1	0.000483093952675	0.00603320577939	1	1
20	37500000	513419.492179	1	7643	1398	35079	37000000	0.154628912731	0.0577593426468	0.0105649039671	0.0683242466139	1	1	3	1	2	0	2.26647115797	0.23583836877	0.0574203970502	0.0109379025976	0.0683582996479	29480.7510942	5615.73239718	35096.4834914	2.25188736248	0.251887362481	1	1	0.000465515273112	0.0051871003601	1	1
20	38000000	512322.910861	1	4732	2517	34890	37500000	0.347220306249	0.0444553289188	0.0236462516671	0.0681015805859	1	1	3	1	2	0	1.69404001439	0.798688872129	0.0574203970502	0.0109379025976	0.0683582996479	29417.7849596	5603.73809753	35021.5230571	2.25188736248	0.251887362481	1	1	0.000469033315893	0.0264226974505	1	1
20	38337646	343752.321977	1	5157	1740	23505	38000000	0.252283601566	0.0511271424848	0.0172505774527	0.0683777199375	1	1	3	1	2	0	1.98110780817	0.523502512631	0.0574203970502	0.0109379025976	0.0683582996479	19738.3948149	3759.92941549	23498.3242304	2.25188736248	0.251887362481	1	1	0.000472196871941	0.00820759433858	1	1
20	38337770	0.0	1	0	0	0	38337646	0.0				1	1	2	1	1	0			0.0341791498239	0.0109379025976	0.0451170524216	0.0	0.0	0.0	1.25188736248	0.251887362481	1	1	0.01	0.01	0	0
20	38500000	160173.62824	1	1482	404	11239	38337770	0.214209968187	0.0551370051649	0.0150306005983	0.0701676057632	1	1	3	1	2	0	2.15363997227	0.427983677828	0.0574203970502	0.0109379025976	0.0683582996479	9197.23333052	1751.9635444	10949.1968749	2.25188736248	0.251887362481	1	1	0.000916249436574	0.00614847691674	1	1
20	39000000	513146.062152	1	7210	1640	35044	38500000	0.185310734463	0.0556371230868	0.0126553234206	0.0682924465074	1	1	3	1	2	0	2.17515852147	0.325782743663	0.0574203970502	0.0109379025976	0.0683582996479	29465.0506335	5612.74164618	35077.7922797	2.25188736248	0.251887362481	1	1	0.000465446235479	0.00538063607137	1	1
